number,name,ligand / staining,Repeat,length,TB/UB,orig_number
139,RF#hg#MR1s5#R#cpmg#96272#20,cpmg,20,long,tb,999
138,RF#hg#MR1s5#R#cpmgub#86272#20,cpmg,20,long,ub,1000
137,RF#hg#MR1s5#R#keta#6244#20,keta,20,long,tb,1001
136,RF#hg#MR1s5#R#keta#6244#ub,keta,20,long,ub,1002
135,spare; in freezer,,20,long,,1003
134,spare; in freezer,,20,long,,1004
133,damg; not digitized,,20,long,,1005
132,damg (ub); not digitized,,20,long,,1006
131,spare; in freezer,,20,long,,1007
130,spare; in freezer,,20,long,,1008
129,lost sectioning,,20,long,,1009
128,dpdp; not digitized,,20,long,,1010
127,dpdp (ub); not digitized,,20,long,,1011
126,RF#HG#MR1S5#R#pire#9531#20,pire,20,long,tb,1012
125,RF#HG#MR1S5#R#pire#9532#UB,pire,20,long,ub,1013
124,spare; in freezer,,20,long,,1014
123,spare; in freezer,,20,long,,1015
122,spare; in freezer,,20,long,,1016
121,spare; in freezer,,20,long,,1017
120,spare; in freezer,,20,long,,1018
119,spare; in freezer,,20,long,,1019
118,spare; in freezer,,20,short,,1020
117,spare; in freezer,,20,short,,1021
116,spare; in freezer,,20,short,,1022
115,spare; in freezer,,20,short,,1023
114,spare; in freezer,,20,short,,1024
113,lost sectioning,,20,short,,1025
112,lost sectioning,,20,short,,1026
111,lost sectioning,,20,short,,1027
110,lost sectioning,,20,short,,1028
109,lost sectioning,,20,short,,1029
108,RF#hg#MR1s5#R#ampa#86216#21,ampa,21,short,tb,1030
107,lost sectioning,,21,short,,1031
106,RF#hg#MR1s5#R#kain#86220#21,kain,21,short,tb,1032
105,RF#hg#MR1s5#R#mk80#86224#21,mk80,21,short,tb,1033
104,RF#hg#MR1s5#R#musc#6228#21,musc,21,short,tb,1034
103,RF#hg#MR1s5#R#cgp5#86284#21,cgp5,21,short,tb,1035
102,RF#hg#MR1s5#R#flum#6288#21,flum,21,short,tb,1036
101,cell body stain - section 13,AG,21,short,,1037
100,lost sectioning,,21,short,,1038
99,RF#hg#MR1s5#R#oxot#6236#21,oxot,21,short,tb,1039
98,RF#hg#MR1s5#R#damp#86292#21,damp,21,short,tb,1040
97,myelin stain - section 20,MS,21,short,,1041
96,lost sectioning,,21,short,,1042
95,RF#hg#MR1s5#R#epib#6264#21,epib,21,short,tb,1043
94,RF#hg#MR1s5#R#praz#6248#21,praz,21,short,tb,1044
93,RF#hg#MR1s5#R#uk14#6252#21,uk14,21,short,tb,1045
92,spare; in freezer,,21,short,,1046
91,RF#hg#MR1s5#R#dpat#6240#21,dpat,21,short,tb,1047
90,RF#hg#MR1s5#R#sr95#6304#21,sr95,21,short,tb,1048
89,lost sectioning,,21,short,,1049
88,lost sectioning,,21,short,,1050
87,lost sectioning,,21,short,,1051
86,cell body stain - section 32,AG,21,short,,1052
85,RF#hg#MR1s5#R#sch2#6260#21,sch2,21,short,tb,1053
84,RF#hg#MR1s5#R#rx82#6256#21,rx82,21,short,tb,1054
83,RF#hg#MR1s5#R#afdx#86296#21,afdx,21,short,tb,1055
82,RF#hg#MR1s5#R#dpog#6276#21,dpog,21,short,tb,1056
81,myelin stain - section 41,MS,21,short,,1057
80,RF#hg#MR1s5#R#dpmg#6280#21,dpmg,21,short,tb,1058
79,spare; in freezer,,21,short,,1059
78,RF#hg#MR1s5#R#ly34#6300#21,ly34,21,short,tb,1060
77,RF#hg#MR1s5#R#cpog#86268#21,cpog,21,short,tb,1061
76,RF#hg#MR1s5#R#cpmg#86272#21,cpmg,21,short,tb,1062
75,RF#hg#MR1s5#R#keta#6244#21,keta,21,short,tb,1063
74,lost sectioning,,21,short,,1064
73,spare; in freezer,,21,short,,1065
72,dpdp; not digitized,,21,short,,1066
71,RF#HG#MR1S5#R#pire#9532#21,pire,21,short,tb,1067
70,spare; in freezer,,21,short,,1068
69,lost sectioning,,21,short,,1069
68,lost sectioning,,21,short,,1070
67,lost sectioning,,21,short,,1071
66,lost sectioning,,21,short,,1072
65,lost sectioning,,21,short,,1073
64,lost sectioning,,21,short,,1074
63,lost sectioning,,21,short,,1075
62,damg; not digitized,,21,short,,1076
61,spare; in freezer,,21,short,,1077
60,spare; in freezer,,21,short,,1078
59,spare; in freezer,,21,short,,1079
58,spare; in freezer,,21,short,,1080
57,spare; in freezer,,21,short,,1081
56,lost sectioning,,21,short,,1082
55,lost sectioning,,21,short,,1083
54,lost sectioning,,21,short,,1084
53,RF#hg#MR1s5#R#ampa#86216#22,ampa,22,short,tb,1085
52,lost sectioning,,22,short,,1086
51,RF#hg#MR1s5#R#kain#86220#22,kain,22,short,tb,1087
50,lost sectioning,,22,short,,1088
49,RF#hg#MR1s5#R#mk80#86224#22,mk80,22,short,tb,1089
48,RF#hg#MR1s5#R#musc#6228#22,musc,22,short,tb,1090
47,RF#hg#MR1s5#R#cgp5#86284#22,cgp5,22,short,tb,1091
46,RF#hg#MR1s5#R#flum#6288#22,flum,22,short,tb,1092
45,cell body stain - section 13,AG,22,short,,1093
44,lost sectioning,,22,short,,1094
43,RF#hg#MR1s5#R#oxot#6236#22,oxot,22,short,tb,1095
42,RF#hg#MR1s5#R#damp#86292#22,damp,22,short,tb,1096
41,myelin stain - section 20,MS,22,short,,1097
40,lost sectioning,,22,short,,1098
39,RF#hg#MR1s5#R#epib#6264#22,epib,22,short,tb,1099
38,RF#hg#MR1s5#R#praz#6248#22,praz,22,short,tb,1100
37,RF#hg#MR1s5#R#uk14#6252#22,uk14,22,short,tb,1101
36,lost sectioning,,22,short,,1102
35,spare; in freezer,,22,short,,1103
34,lost sectioning,,22,short,,1104
33,lost sectioning,,22,short,,1105
32,lost sectioning,,22,short,,1106
31,RF#hg#MR1s5#R#dpat#6240#22,dpat,22,short,tb,1107
30,RF#hg#MR1s5#R#sr95#6304#22,sr95,22,short,tb,1108
29,lost sectioning,,22,short,,1109
28,cell body stain - section 32,AG,22,short,,1110
27,lost sectioning,,22,short,,1111
26,lost sectioning,,22,short,,1112
25,RF#hg#MR1s5#R#sch2#6260#22,sch2,22,short,tb,1113
24,lost sectioning,,22,short,,1114
23,lost sectioning,,22,short,,1115
22,RF#hg#MR1s5#R#rx82#6256#22,rx82,22,short,tb,1116
21,RF#hg#MR1s5#R#afdx#86296#22,afdx,22,short,tb,1117
20,RF#hg#MR1s5#R#dpog#6276#22,dpog,22,short,tb,1118
19,myelin stain - section 41,MS,22,short,,1119
18,RF#hg#MR1s5#R#dpmg#6280#22,dpmg,22,short,tb,1120
17,lost sectioning,,22,short,,1121
16,lost sectioning,,22,short,,1122
15,lost sectioning,,22,short,,1123
14,spare; in freezer,,22,short,,1124
13,lost sectioning,,22,short,,1125
12,RF#hg#MR1s5#R#ly34#6300#22,ly34,22,short,tb,1126
11,RF#hg#MR1s5#R#cpog#86268#22,cpog,22,short,tb,1127
10,lost sectioning,,22,short,,1128
9,RF#hg#MR1s5#R#cpmg#86272#22,cpmg,22,short,tb,1129
8,lost sectioning,,22,short,,1130
7,lost sectioning,,22,short,,1131
6,lost sectioning,,22,short,,1132
5,RF#hg#MR1s5#R#keta#6244#22,keta,22,short,tb,1133
4,RF#hg#MR1s5#R#keta#6241#01,,22,short,tb,1134
3,damg; not digitized,,22,short,,1135
2,spare; in freezer,,22,short,,1136
1,dpdp; not digitized,,22,short,,1137
