number,name,ligand,repeat,length,TB/UB
1112,lost sectioning,,21,short,
1113,lost sectioning,,21,short,
1114,QW#HG#MR1s1#R#uk14#5652#21,uk14,21,short,tb
1115,spare; in freezer,,21,short,
1116,QW#HG#MR1s1#R#dpat#5646#21,dpat,21,short,tb
1117,QW#HG#MR1s1#R#sr95#5678#21,sr95,21,short,tb
1118,lost sectioning,,21,short,
1119,cell body stain - section 32,AG,21,short,
1120,QW#HG#MR1s1#R#sch2#5656#21,sch2,21,short,tb
1121,lost sectioning,,21,short,
1122,lost sectioning,,21,short,
1123,QW#HG#MR1s1#R#rx82#5654#21,rx82,21,short,tb
1124,QW#HG#MR1s1#R#afdx#5674#21,afdx,21,short,tb
1125,QW#HG#MR1s1#R#dpog#5664#21,dpog,21,short,tb
1126,myelin stain - section 41,MS,21,short,
1127,QW#HG#MR1S1#R#dpmg#5666#21,dpmg,21,short,tb
1128,spare; in freezer,,21,short,
1129,ly34 - section lost,ly34,21,short,tb
1130,QW#HG#MR1s1#R#cpog#5660#21,cpog,21,short,tb
1131,QW#HG#MR1S1#R#cpmg#5662#21,cpmg,21,short,tb
1132,QW#HG#MR1s1#R#keta#5648#21,keta,21,short,tb
1133,QW#HG#MR1S1#R#pire#9512#21,pire,21,short,tb
1134,damg; not digitized,,21,short,
1135,QW#HG#MR1S1#R#ampa#9382#21,ampa,21,short,tb
1136,dpdp; not digitized,,21,short,
1137,spare; in freezer,,21,short,
1138,spare; in freezer,,21,short,
1139,spare; in freezer,,21,short,
1140,spare; in freezer,,21,short,
1141,spare; in freezer,,21,short,
1142,spare; in freezer,,21,short,
1143,spare; in freezer,,21,short,
1144,spare; in freezer,,21,short,
1145,lost sectioning,,21,short,
1146,lost sectioning,,21,short,
1147,lost sectioning,,21,short,
1148,QW#HG#MR1S1#R#kain#5636#22,kain,22,short,tb
1149,QW#HG#MR1s1#R#mk80#5638#22,mk80,22,short,tb
1150,QW#HG#MR1s1#R#musc#5640#22,musc,22,short,tb
1151,QW#HG#MR1s1#R#cgp5#5668#22,cgp5,22,short,tb
1152,lost sectioning,,22,short,
1153,QW#HG#MR1S1#R#flum#5670#22,flum,22,short,tb
1154,cell body stain - section 13,AG,22,short,
1155,lost sectioning,,22,short,
1156,QW#HG#MR1s1#R#oxot#5644#22,oxot,22,short,tb
1157,QW#HG#MR1s1#R#damp#5672#22,damp,22,short,tb
1158,myelin stain - section 20,MS,22,short,
1159,QW#HG#MR1s1#R#epib#5658#22,epib,22,short,tb
1160,QW#HG#MR1s1#R#praz#5650#22,praz,22,short,tb
1161,QW#HG#MR1s1#R#uk14#5652#22,uk14,22,short,tb
1162,spare; in freezer,,22,short,
1163,QW#HG#MR1s1#R#dpat#5646#22,dpat,22,short,tb
1164,QW#HG#MR1s1#R#sr95#5678#22,sr95,22,short,tb
1165,cell body stain - section 32,AG,22,short,
1166,QW#HG#MR1s1#R#sch2#5656#22,sch2,22,short,tb
1167,QW#HG#MR1s1#R#rx82#5654#22,rx82,22,short,tb
1168,QW#HG#MR1s1#R#afdx#5674#22,afdx,22,short,tb
1169,QW#HG#MR1s1#R#dpog#5664#22,dpog,22,short,tb
1170,myelin stain - section 41,MS,22,short,
1171,QW#HG#MR1S1#R#dpmg#5666#22,dpmg,22,short,tb
1172,spare; in freezer,,22,short,
1173,ly34 - section lost,ly34,22,short,tb
1174,QW#HG#MR1s1#R#cpog#5660#22,cpog,22,short,tb
1175,QW#HG#MR1S1#R#cpmg#5662#22,cpmg,22,short,tb
1176,QW#HG#MR1s1#R#keta#5648#22,keta,22,short,tb
1177,QW#HG#MR1S1#R#pire#9512#22,pire,22,short,tb
1178,damg; not digitized,,22,short,
1179,QW#HG#MR1S1#R#ampa#9382#22,ampa,22,short,tb
1180,dpdp; not digitized,,22,short,
1181,spare; in freezer,,22,short,
1182,spare; in freezer,,22,short,
1183,spare; in freezer,,22,short,
1184,spare; in freezer,,22,short,
1185,spare; in freezer,,22,short,
1186,spare; in freezer,,22,short,
1187,spare; in freezer,,22,short,
1188,spare; in freezer,,22,short,
1189,lost sectioning,,22,short,
1190,lost sectioning,,22,short,
1191,QW#HG#MR1S1#R#kain#5636#23,kain,23,short,tb
1192,QW#HG#MR1s1#R#mk80#5638#23,mk80,23,short,tb
1193,QW#HG#MR1s1#R#musc#5640#23,musc,23,short,tb
1194,QW#HG#MR1s1#R#cgp5#5668#23,cgp5,23,short,tb
1195,QW#HG#MR1S1#R#flum#5670#23,flum,23,short,tb
1196,lost sectioning,,23,short,
1197,lost sectioning,,23,short,
1198,cell body stain - section 13,AG,23,short,
1199,QW#HG#MR1s1#R#oxot#5644#23,oxot,23,short,tb
1200,QW#HG#MR1s1#R#damp#5672#23,damp,23,short,tb
1201,myelin stain - section 20,MS,23,short,
1202,lost sectioning,,23,short,
1203,lost sectioning,,23,short,
1204,QW#HG#MR1s1#R#epib#5658#23,epib,23,short,tb
1205,QW#HG#MR1s1#R#praz#5650#23,praz,23,short,tb
1206,QW#HG#MR1s1#R#uk14#5652#23,uk14,23,short,tb
1207,spare; in freezer,,23,short,
1208,QW#HG#MR1s1#R#dpat#5646#23,dpat,23,short,tb
1209,QW#HG#MR1s1#R#sr95#5678#23,sr95,23,short,tb
1210,lost sectioning,,23,short,
1211,cell body stain - section 32,AG,23,short,
1212,QW#HG#MR1s1#R#sch2#5656#23,sch2,23,short,tb
1213,QW#HG#MR1s1#R#rx82#5654#23,rx82,23,short,tb
1214,QW#HG#MR1s1#R#afdx#5674#23,afdx,23,short,tb
1215,QW#HG#MR1s1#R#dpog#5664#23,dpog,23,short,tb
1216,myelin stain - section 41,MS,23,short,
1217,QW#HG#MR1S1#R#dpmg#5666#23,dpmg,23,short,tb
1218,spare; in freezer,,23,short,
1219,ly34 - section lost,ly34,23,short,tb
1220,QW#HG#MR1s1#R#cpog#5660#23,cpog,23,short,tb
1221,QW#HG#MR1S1#R#cpmg#5662#23,cpmg,23,short,tb
1222,QW#HG#MR1s1#R#keta#5648#23,keta,23,short,tb
1223,QW#HG#MR1S1#R#pire#9512#23,pire,23,short,tb
1224,damg; not digitized,,23,short,
1225,QW#HG#MR1S1#R#ampa#9382#23,ampa,23,short,tb
1226,dpdp; not digitized,,23,short,
1227,spare; in freezer,,23,short,
1228,spare; in freezer,,23,short,
1229,spare; in freezer,,23,short,
1230,spare; in freezer,,23,short,
1231,spare; in freezer,,23,short,
1232,spare; in freezer,,23,short,
1233,spare; in freezer,,23,short,
1234,spare; in freezer,,23,short,
1235,lost sectioning,,23,short,
1236,lost sectioning,,23,short,
1237,lost sectioning,,23,short,
1238,lost sectioning,,23,short,
1239,lost sectioning,,23,short,
1240,lost sectioning,,23,short,
1241,lost sectioning,,23,short,
1242,lost sectioning,,23,short,
1243,lost sectioning,,23,short,
1244,lost sectioning,,23,short,
1245,lost sectioning,,23,short,
1246,lost sectioning,,23,short,
1247,lost sectioning,,23,short,
1248,lost sectioning,,23,short,
1249,lost sectioning,,23,short,
1250,QW#HG#MR1S1#R#kain#5636#24,kain,24,short,tb
1251,QW#HG#MR1s1#R#mk80#5638#24,mk80,24,short,tb
1252,lost sectioning,,24,short,
1253,QW#HG#MR1s1#R#musc#5640#24,musc,24,short,tb
1254,QW#HG#MR1s1#R#cgp5#5668#24,cgp5,24,short,tb
1255,QW#HG#MR1S1#R#flum#5670#24,flum,24,short,tb
1256,cell body stain - section 13,AG,24,short,
1257,lost sectioning,,24,short,
1258,lost sectioning,,24,short,
1259,QW#HG#MR1s1#R#oxot#5644#24,oxot,24,short,tb
1260,QW#HG#MR1s1#R#damp#5672#24,damp,24,short,tb
1261,lost sectioning,,24,short,
1262,myelin stain - section 20,MS,24,short,
1263,QW#HG#MR1s1#R#epib#5658#24,epib,24,short,tb
1264,QW#HG#MR1s1#R#praz#5650#24,praz,24,short,tb
1265,lost sectioning,,24,short,
1266,QW#HG#MR1s1#R#uk14#5652#24,uk14,24,short,tb
1267,spare; in freezer,,24,short,
1268,lost sectioning,,24,short,
1269,lost sectioning,,24,short,
1270,QW#HG#MR1s1#R#dpat#5646#24,dpat,24,short,tb
1271,lost sectioning,,24,short,
1272,QW#HG#MR1s1#R#sr95#5678#24,sr95,24,short,tb
1273,cell body stain - section 32,AG,24,short,
1274,QW#HG#MR1s1#R#sch2#5656#24,sch2,24,short,tb
1275,lost sectioning,,24,short,
1276,QW#HG#MR1s1#R#rx82#5654#24,rx82,24,short,tb
1277,lost sectioning,,24,short,
1278,QW#HG#MR1s1#R#afdx#5674#24,afdx,24,short,tb
1279,lost sectioning,,24,short,
1280,QW#HG#MR1s1#R#dpog#5664#24,dpog,24,short,tb
1281,lost sectioning,,24,short,
1282,myelin stain - section 41,MS,24,short,
1283,lost sectioning,,24,short,
1284,QW#HG#MR1S1#R#dpmg#5666#24,dpmg,24,short,tb
1285,lost sectioning,,24,short,
1286,spare; in freezer,,24,short,
1287,lost sectioning,,24,short,
1288,QW#HG#MR1s1#R#ly34#5676#24,ly34,24,short,tb
1289,QW#HG#MR1s1#R#cpog#5660#24,cpog,24,short,tb
1290,QW#HG#MR1S1#R#cpmg#5662#24,cpmg,24,short,tb
1291,QW#HG#MR1s1#R#keta#5648#24,keta,24,short,tb
1292,QW#HG#MR1S1#R#pire#9512#24,pire,24,short,tb
1293,damg; not digitized,,24,short,
1294,AMPA - section lost,ampa,24,short,tb
1295,dpdp; not digitized,,24,short,
1296,spare; in freezer,,24,short,
1297,spare; in freezer,,24,short,
1298,spare; in freezer,,24,short,
1299,spare; in freezer,,24,short,
1300,spare; in freezer,,24,short,
1301,spare; in freezer,,24,short,
1302,spare; in freezer,,24,short,
1303,spare; in freezer,,24,short,
1304,lost sectioning,,24,short,
1305,lost sectioning,,24,short,
1306,lost sectioning,,24,short,
1307,lost sectioning,,24,short,
1308,lost sectioning,,24,short,
1309,lost sectioning,,24,short,
1310,QW#HG#MR1S1#R#kain#5636#25,kain,25,short,tb
1311,QW#HG#MR1s1#R#mk80#5638#25,mk80,25,short,tb
1312,lost sectioning,,25,short,
1313,QW#HG#MR1s1#R#musc#5640#25,musc,25,short,tb
1314,QW#HG#MR1s1#R#cgp5#5668#25,cgp5,25,short,tb
1315,QW#HG#MR1S1#R#flum#5670#25,flum,25,short,tb
1316,cell body stain - section 13,AG,25,short,
1317,lost sectioning,,25,short,
1318,QW#HG#MR1s1#R#oxot#5644#25,oxot,25,short,tb
1319,QW#HG#MR1s1#R#damp#5672#25,damp,25,short,tb
1320,myelin stain - section 20,MS,25,short,
1321,QW#HG#MR1s1#R#epib#5658#25,epib,25,short,tb
1322,lost sectioning,,25,short,
1323,QW#HG#MR1s1#R#praz#5650#25,praz,25,short,tb
1324,QW#HG#MR1s1#R#uk14#5652#25,uk14,25,short,tb
1325,spare; in freezer,,25,short,
1326,QW#HG#MR1s1#R#dpat#5646#25,dpat,25,short,tb
1327,QW#HG#MR1s1#R#sr95#5678#25,sr95,25,short,tb
1328,cell body stain - section 32,AG,25,short,
1329,QW#HG#MR1s1#R#sch2#5656#25,sch2,25,short,tb
1330,QW#HG#MR1s1#R#rx82#5654#25,rx82,25,short,tb
1331,QW#HG#MR1s1#R#afdx#5674#25,afdx,25,short,tb
1332,QW#HG#MR1s1#R#dpog#5664#25,dpog,25,short,tb
1333,myelin stain - section 41,MS,25,short,
1334,QW#HG#MR1S1#R#dpmg#5666#25,dpmg,25,short,tb
1335,spare; in freezer,,25,short,
1336,lost sectioning,,25,short,
1337,QW#HG#MR1s1#R#ly34#5676#25,ly34,25,short,tb
1338,QW#HG#MR1s1#R#cpog#5660#25,cpog,25,short,tb
1339,lost sectioning,,25,short,
1340,QW#HG#MR1S1#R#cpmg#5662#25,cpmg,25,short,tb
1341,QW#HG#MR1s1#R#keta#5648#25,keta,25,short,tb
1342,lost sectioning,,25,short,
1343,QW#HG#MR1S1#R#pire#9512#25,pire,25,short,tb
1344,damg; not digitized,,25,short,
1345,AMPA - section lost,ampa,25,short,tb
1346,dpdp; not digitized,,25,short,
1347,spare; in freezer,,25,short,
1348,spare; in freezer,,25,short,
1349,spare; in freezer,,25,short,
1350,spare; in freezer,,25,short,
1351,spare; in freezer,,25,short,
1352,spare; in freezer,,25,short,
1353,spare; in freezer,,25,short,
1354,spare; in freezer,,25,short,
1355,lost sectioning,,25,short,
1356,lost sectioning,,25,short,
1357,lost sectioning,,25,short,
1358,lost sectioning,,25,short,
1359,lost sectioning,,25,short,
1360,lost sectioning,,25,short,
1361,QW#HG#MR1S1#R#kain#5636#26,kain,26,short,tb
1362,QW#HG#MR1s1#R#mk80#5638#26,mk80,26,short,tb
1363,QW#HG#MR1s1#R#musc#5640#26,musc,26,short,tb
1364,QW#HG#MR1s1#R#cgp5#5668#26,cgp5,26,short,tb
1365,QW#HG#MR1S1#R#flum#5670#26,flum,26,short,tb
1366,lost sectioning,,26,short,
1367,cell body stain - section 13,AG,26,short,
1368,lost sectioning,,26,short,
1369,QW#HG#MR1s1#R#oxot#5644#26,oxot,26,short,tb
1370,QW#HG#MR1s1#R#damp#5672#26,damp,26,short,tb
1371,myelin stain - section 20,MS,26,short,
1372,QW#HG#MR1s1#R#epib#5658#26,epib,26,short,tb
1373,lost sectioning,,26,short,
1374,QW#HG#MR1s1#R#praz#5650#26,praz,26,short,tb
1375,QW#HG#MR1s1#R#uk14#5652#26,uk14,26,short,tb
1376,spare; in freezer,,26,short,
1377,lost sectioning,,26,short,
1378,lost sectioning,,26,short,
1379,QW#HG#MR1s1#R#dpat#5646#26,dpat,26,short,tb
1380,QW#HG#MR1s1#R#sr95#5678#26,sr95,26,short,tb
1381,cell body stain - section 32,AG,26,short,
1382,QW#HG#MR1s1#R#sch2#5656#26,sch2,26,short,tb
1383,QW#HG#MR1s1#R#rx82#5654#26,rx82,26,short,tb
1384,QW#HG#MR1s1#R#afdx#5674#26,afdx,26,short,tb
1385,QW#HG#MR1s1#R#dpog#5664#26,dpog,26,short,tb
1386,myelin stain - section 41,MS,26,short,
1387,QW#HG#MR1S1#R#dpmg#5666#26,dpmg,26,short,tb
1388,lost sectioning,,26,short,
1389,lost sectioning,,26,short,
1390,spare; in freezer,,26,short,
1391,QW#HG#MR1s1#R#ly34#5676#26,ly34,26,short,tb
1392,QW#HG#MR1s1#R#cpog#5660#26,cpog,26,short,tb
1393,QW#HG#MR1S1#R#cpmg#5662#26,cpmg,26,short,tb
1394,lost sectioning,,26,short,
1395,QW#HG#MR1s1#R#keta#5648#26,keta,26,short,tb
1396,QW#HG#MR1S1#R#pire#9512#26,pire,26,short,tb
1397,damg; not digitized,,26,short,
1398,AMPA - section lost,ampa,26,short,tb
1399,lost sectioning,,26,short,
1400,lost sectioning,,26,short,
1401,lost sectioning,,26,short,
1402,dpdp; not digitized,,26,short,
1403,spare; in freezer,,26,short,
1404,spare; in freezer,,26,short,
1405,spare; in freezer,,26,short,
1406,spare; in freezer,,26,short,
1407,spare; in freezer,,26,short,
1408,spare; in freezer,,26,short,
1409,spare; in freezer,,26,short,
1410,spare; in freezer,,26,short,
1411,QW#HG#MR1S1#R#kain#5636#27,kain,27,short,tb
1412,QW#HG#MR1s1#R#mk80#5638#27,mk80,27,short,tb
1413,QW#HG#MR1s1#R#musc#5640#27,musc,27,short,tb
1414,QW#HG#MR1s1#R#cgp5#5668#27,cgp5,27,short,tb
1415,QW#HG#MR1S1#R#flum#5670#27,flum,27,short,tb
1416,lost sectioning,,27,short,
1417,cell body stain - section 13,AG,27,short,
1418,lost sectioning,,27,short,
1419,QW#HG#MR1s1#R#oxot#5644#27,oxot,27,short,tb
1420,lost sectioning,,27,short,
1421,QW#HG#MR1s1#R#damp#5672#27,damp,27,short,tb
1422,lost sectioning,,27,short,
1423,myelin stain - section 20,MS,27,short,
1424,lost sectioning,,27,short,
1425,QW#HG#MR1s1#R#epib#5658#27,epib,27,short,tb
1426,QW#HG#MR1s1#R#praz#5650#27,praz,27,short,tb
1427,QW#HG#MR1s1#R#uk14#5652#27,uk14,27,short,tb
1428,spare; in freezer,,27,short,
1429,lost sectioning,,27,short,
1430,lost sectioning,,27,short,
1431,QW#HG#MR1s1#R#dpat#5646#27,dpat,27,short,tb
1432,QW#HG#MR1s1#R#sr95#5678#27,sr95,27,short,tb
1433,cell body stain - section 32,AG,27,short,
1434,lost sectioning,,27,short,
1435,QW#HG#MR1s1#R#sch2#5656#27,sch2,27,short,tb
1436,QW#HG#MR1s1#R#rx82#5654#27,rx82,27,short,tb
1437,lost sectioning,,27,short,
1438,lost sectioning,,27,short,
1439,QW#HG#MR1s1#R#afdx#5674#27,afdx,27,short,tb
1440,QW#HG#MR1s1#R#dpog#5664#27,dpog,27,short,tb
1441,lost sectioning,,27,short,
1442,lost sectioning,,27,short,
1443,myelin stain - section 41,MS,27,short,
1444,QW#HG#MR1S1#R#dpmg#5666#27,dpmg,27,short,tb
